day_id,city_id,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index,sunrise,sunset,condition_text
D2243,C087,17,13,20,1020,0,72,0,17,10,1,14.4,1,6:03 AM,7:10 PM,
D2244,C087,17,3.6,106,1022,0,94,0,17,10,1,10.4,1,6:05 AM,7:09 PM,
D2245,C087,18,9,50,1021,0,77,0,18,10,1,14.4,1,6:06 AM,7:07 PM,
D2246,C087,19,9,40,1021,0,68,0,19,10,1,15.8,1,6:07 AM,7:05 PM,
D2247,C087,19,3.6,90,1020,0,68,0,19,10,1,15.1,1,6:08 AM,7:03 PM,
D2248,C087,19,6.1,210,1019,0,68,0,19,10,1,5.4,1,6:09 AM,7:01 PM,
D2249,C087,22,6.8,190,1018,0,50,0,24,10,1,13,2,6:10 AM,6:59 PM,
D2250,C087,21,6.1,130,1015,0,60,0,21,10,1,17.3,1,6:11 AM,6:57 PM,
D2251,C087,22,9,150,1014,0,50,0,23.5,10,1,14.4,1,6:13 AM,6:55 PM,
D2252,C087,28,20.2,260,1016,0,42,0,28.5,10,7,25.9,1,6:15 AM,6:52 PM,
D2253,C087,20,11.2,330,1018,0,78,0,20,10,1,13.7,1,6:15 AM,6:52 PM,
D2254,C087,18,9,160,1019,0,83,0,18,10,1,5.4,1,6:16 AM,6:50 PM,
D2255,C087,20,11.2,140,1019,0,83,0,20,10,1,17.3,1,6:17 AM,6:48 PM,
D2256,C087,19,15.1,120,1019,0,78,0,19,10,1,24.3,1,6:19 AM,6:46 PM,
D2257,C087,23,28.1,140,1015,0.17,53,0,24.6,10,1,24.4,1,6:20 AM,6:44 PM,
D2258,C087,19,3.6,114,1017,0,78,0,19,10,1,4.8,1,6:21 AM,6:42 PM,
D2259,C087,21,6.1,80,1015,0,64,0,21,10,1,13.7,3,6:22 AM,6:40 PM,
D2260,C087,19,9,160,1012,0.1,88,0,19,10,1,21.9,1,6:23 AM,6:38 PM,
D2261,C087,25,15.1,160,1011,0,54,0,25.6,10,1,18.1,2,6:24 AM,6:36 PM,
D2262,C088,24,3.6,156,1014,1.5,100,75,26.2,10,6,6.8,1,6:45 AM,7:03 PM,
D2263,C088,23.4,13.3,259,1014,19.6,96,100,25.8,5,1,20.9,1,6:45 AM,7:02 PM,Moderate to Heavy Rain
D2264,C088,27,6.8,210,1013,0,84,50,31.3,10,1,4.7,1,6:45 AM,7:02 PM,
D2265,C088,25.5,11.5,270,1015,0.2,86,89,28.3,9,1,18.4,1,6:45 AM,7:02 PM,
D2266,C088,26,11.2,260,1012,0.7,89,75,29.5,10,1,10.4,1,6:45 AM,7:01 PM,
D2267,C088,26,19.1,230,1012,0.2,89,50,29.3,10,1,18,1,6:44 AM,7:01 PM,
D2268,C088,26,15.1,180,1013,1.4,89,75,29.5,10,1,22.7,1,6:44 AM,7:00 PM,
D2269,C088,25,19.1,230,1012,1.2,89,75,27.9,6,1,47.2,1,6:44 AM,7:00 PM,Moderate to Heavy Rain
D2270,C088,24.7,11.9,172,1015,0.1,86,55,27.1,10,1,19.4,1,6:44 AM,6:59 PM,Light Precipitation
D2271,C088,27,16.9,190,1014,0,84,75,30.7,10,1,15.8,1,6:44 AM,6:58 PM,
D2272,C088,25.3,12.2,288,1015,0,84,65,27.7,10,1,19.8,1,6:44 AM,6:58 PM,Cloudy and Overcast
D2273,C088,25.1,13,247,1015,0.3,88,86,27.8,9,1,20.5,1,6:44 AM,6:57 PM,
D2274,C088,26,19.1,170,1014,1.1,84,75,29.4,10,1,30.6,1,6:44 AM,6:57 PM,
D2275,C088,24.4,12.6,208,1016,0.4,92,91,27,10,1,18.7,1,6:44 AM,6:56 PM,
D2276,C088,27,11.2,210,1013,0,89,50,31,10,1,12.2,1,6:43 AM,6:56 PM,
D2277,C088,28,19.1,250,1011,0,84,75,33.5,10,1,17.6,1,6:43 AM,6:55 PM,
D2278,C088,28,13,220,1010,0,70,75,31.1,10,7,16.2,1,6:43 AM,6:54 PM,Partly Cloudy
D2279,C088,26,13,190,1012,0,79,50,29.2,10,1,18.7,1,6:43 AM,6:54 PM,
D2280,C088,25.4,12.6,217,1014,0,87,67,28.1,10,1,19.8,1,6:43 AM,6:53 PM,Cloudy and Overcast
D2281,C088,25,12.2,252,1014,0.2,88,93,27.6,2,1,19.1,1,6:43 AM,6:53 PM,
D2282,C088,25.8,11.5,235,1014,0.35,85,73,28.6,9,1,18.1,1,6:43 AM,6:52 PM,Light Precipitation
D2283,C088,27,9,220,1011,0.56,79,75,31.6,10,1,13.1,1,6:43 AM,6:51 PM,
D2284,C088,26,15.1,200,1010,0.02,89,75,29.2,10,1,16.3,1,6:42 AM,6:51 PM,
D2285,C088,25.2,11.5,235,1014,0.07,89,82,28,10,1,18.9,1,6:42 AM,6:50 PM,
D2286,C088,25.8,9.7,274,1013,3.07,88,57,29,7,1,16.6,1,6:42 AM,6:50 PM,Rain Showers
D2287,C088,24.6,9.7,306,1011,17.69,95,99,27.5,5,1,18.8,1,6:42 AM,6:49 PM,
D2288,C089,31,11.2,160,1007,0.4,59,75,37.5,10,6,22,2,7:02 AM,7:10 PM,
D2289,C089,29,6.1,330,1011,0.9,79,75,33.7,10,6,17.6,1,7:01 AM,7:10 PM,
D2290,C089,28,6.8,70,1010,0,79,75,31.9,10,1,22.7,1,7:01 AM,7:10 PM,Partly Cloudy
D2291,C089,28,6.8,110,1010,0.3,79,75,32.3,10,1,27.7,1,7:01 AM,7:09 PM,
D2292,C089,25,3.6,167,1009,0,100,75,26.9,9,1,18.4,2,7:01 AM,7:09 PM,Partly Cloudy
D2293,C089,28,11.2,110,1009,0,74,75,31.6,10,1,27.4,2,7:00 AM,7:09 PM,
D2294,C089,28,9,110,1008,0,79,75,31.7,7,1,29.5,2,7:00 AM,7:08 PM,
D2295,C089,28,6.8,60,1009,0,74,75,31.7,9,1,24.1,1,7:00 AM,7:08 PM,
D2296,C089,28,6.8,50,1010,0.3,79,75,32.1,10,6,18.4,2,7:00 AM,7:07 PM,
D2297,C089,25,11.2,10,1011,0,94,75,26.4,9,7,19.4,1,6:59 AM,7:07 PM,
D2298,C089,28,6.8,40,1010,0.7,79,75,32.2,10,6,18.4,1,6:59 AM,7:07 PM,
D2299,C089,28,6.8,60,1010,0.5,79,50,31.5,10,1,16.2,2,6:59 AM,7:06 PM,
D2300,C089,26,6.8,230,1010,0.6,89,75,28.3,10,1,14.4,1,6:58 AM,7:06 PM,
D2301,C089,26,6.8,340,1010,1.4,89,75,28.4,8,1,24.8,2,6:58 AM,7:06 PM,
D2302,C089,27,6.8,10,1010,0,89,75,30.1,8,7,20.2,2,6:58 AM,7:05 PM,Light Precipitation
D2303,C089,28,6.8,140,1010,0,84,0,32.2,10,1,22.3,1,6:57 AM,7:05 PM,
D2304,C089,29,9,80,1011,0,70,75,33.5,10,1,29.5,2,6:57 AM,7:04 PM,
D2305,C089,27,6.8,60,1009,0.4,84,75,30.3,10,1,27.4,1,6:57 AM,7:04 PM,
D2306,C089,28,6.8,70,1010,0,84,75,32,10,1,27.4,1,6:56 AM,7:04 PM,Partly Cloudy
D2307,C089,28,6.1,120,1009,0.4,89,50,32.6,10,1,19.8,1,6:56 AM,7:03 PM,
D2308,C089,27,6.1,360,1009,0,89,75,30,7,1,22,1,6:56 AM,7:03 PM,
D2309,C089,27,6.8,10,1010,0,89,75,30.5,10,1,16.9,1,6:55 AM,7:02 PM,
D2310,C089,27,6.1,20,1010,0,89,75,30,10,1,8.9,1,6:55 AM,7:02 PM,
D2311,C089,26,6.8,300,1010,0.56,89,75,28.3,8,1,2.3,2,6:55 AM,7:02 PM,
D2312,C089,25,6.1,250,1009,1.16,100,75,27.1,10,1,20.4,1,6:54 AM,7:01 PM,
D2313,C089,25,6.8,20,1010,0.13,94,75,26.9,9,1,10,2,6:54 AM,7:01 PM,
D2314,C090,16,11.2,260,1002,0.8,100,75,16,4,4,9,1,6:18 AM,7:47 PM,
D2315,C090,14,3.6,11,1006,0,94,100,14.7,10,1,2.9,1,6:19 AM,7:45 PM,Cloudy and Overcast
D2316,C090,14,6.1,190,1011,6,100,75,14.7,10,1,1.4,1,6:19 AM,7:45 PM,
D2317,C090,14,4,300,1018,0,100,75,14.7,10,1,3.2,1,6:21 AM,7:43 PM,
D2318,C090,14,3.6,271,1020,0,100,0,14.7,10,1,6.1,1,6:22 AM,7:41 PM,
D2319,C090,16,4,300,1023,0,94,0,16,10,1,4.3,2,6:23 AM,7:40 PM,
D2320,C090,17,4,270,1026,0,94,75,17,10,1,2.9,1,6:24 AM,7:38 PM,
D2321,C090,12,4,300,1026,0,88,25,12.5,10,1,4.3,1,6:26 AM,7:36 PM,
D2322,C090,12,6.1,280,1025,0,94,0,12.5,10,1,5.4,1,6:27 AM,7:34 PM,
D2323,C090,14,9,300,1024,0,88,25,14.7,10,1,4.7,1,6:28 AM,7:32 PM,
D2324,C090,14,11.2,290,1023,0,88,0,14.7,10,1,4.7,2,6:29 AM,7:30 PM,
D2325,C090,13,9,280,1021,0,94,0,13.6,10,1,5.4,2,6:31 AM,7:28 PM,
D2326,C090,13,6.8,290,1022,0,94,0,13.6,10,1,4.7,2,6:32 AM,7:26 PM,
D2327,C090,14,3.6,272,1020,0,94,0,14.7,10,1,4.7,2,6:33 AM,7:24 PM,
D2328,C090,14,4,300,1016,0,94,0,14.7,10,1,5.4,2,6:34 AM,7:22 PM,
D2329,C090,15,3.6,255,1016,0,100,0,15.8,10,1,7.6,2,6:36 AM,7:20 PM,
D2330,C090,19,19.1,110,1019,0,88,75,19,10,6,9.7,1,6:38 AM,7:16 PM,Light Precipitation
D2331,C090,16,3.6,40,1022,0,94,75,16,10,1,4,1,6:38 AM,7:16 PM,
D2332,C090,14,4,270,1020,0,94,75,14.7,10,1,1.4,1,6:39 AM,7:14 PM,
D2333,C090,16,3.6,260,1019,0,94,25,16,10,1,6.8,1,6:41 AM,7:12 PM,Partly Cloudy
D2334,C090,15,3.6,244,1019,0,94,0,15.8,10,1,7,1,6:42 AM,7:10 PM,
D2335,C090,18,3.6,295,1013,0,100,75,18,7,1,6.9,1,6:43 AM,7:08 PM,Rain Showers
D2336,C090,14,3.6,359,1018,0,94,0,14.7,10,1,3.1,1,6:44 AM,7:06 PM,
D2337,C090,16,3.6,252,1015,0,94,75,16,10,1,3.7,2,6:46 AM,7:04 PM,
D2338,C090,17,6.8,290,1009,0,94,75,17,10,1,9.7,1,6:47 AM,7:02 PM,
D2339,C090,18,16.9,230,1009,1.83,94,75,18,10,1,12.7,1,6:48 AM,7:00 PM,
D2340,C091,27,6.8,230,1008,0.1,79,75,31,10,1,9,1,6:24 AM,6:18 PM,
D2341,C091,27.7,4.3,31,1008,1.5,77,51,31.2,10,6,6.1,1,6:24 AM,6:18 PM,
D2342,C091,28,3.6,10,1011,0.7,84,75,34.4,10,6,7.2,1,6:24 AM,6:18 PM,
D2343,C091,27,4,123,1014,0.9,80,86,30.3,9,6,7.2,1,6:23 AM,6:18 PM,Light Precipitation
D2344,C091,27.8,10.8,108,1013,0,77,29,31.5,10,7,12.6,1,6:23 AM,6:18 PM,
D2345,C091,29.2,15.1,96,1013,0,67,4,32.7,10,7,17.3,1,6:22 AM,6:18 PM,Clear and Sunny
D2346,C091,31,15.1,90,1012,0,71,25,37.2,10,7,16.2,1,6:21 AM,6:18 PM,
D2347,C091,29,11.2,110,1012,0,79,25,32.7,10,7,18.7,1,6:21 AM,6:18 PM,
D2348,C091,30,19.1,110,1012,0,70,25,35,10,7,24.1,1,6:20 AM,6:18 PM,
D2349,C091,30,19.1,110,1012,0,75,50,34.9,10,7,27,1,6:20 AM,6:18 PM,
D2350,C091,28,3.6,101,1012,0.3,84,25,31.8,9,6,29.5,1,6:19 AM,6:17 PM,
D2351,C091,27.5,10.8,116,1013,0.6,82,80,31.5,9,6,17.3,1,6:19 AM,6:17 PM,
D2352,C091,27,6.1,180,1011,0,84,75,28.7,10,7,9,1,6:18 AM,6:17 PM,
D2353,C091,28,4,230,1011,0,79,75,30.5,10,7,6.1,1,6:17 AM,6:17 PM,
D2354,C091,29,6.1,70,1011,0,79,50,32,10,7,8.3,1,6:17 AM,6:17 PM,
D2355,C091,26,6.8,180,1012,0,84,75,28.3,10,7,7.9,1,6:16 AM,6:17 PM,
D2356,C091,23,4,180,1010,0,94,50,25.2,10,1,10.1,1,6:15 AM,6:17 PM,
D2357,C091,29,6.1,200,1011,0,62,50,34,10,7,3.6,1,6:15 AM,6:17 PM,
D2358,C091,29,6.1,140,1011,0,75,75,34.2,10,7,6.5,1,6:14 AM,6:17 PM,
D2359,C091,27,3.6,121,1013,0.4,77,72,29.9,9,6,4,1,6:14 AM,6:17 PM,Light Precipitation
D2360,C091,27,3.6,10,1010,0,84,50,29.5,10,7,8.7,1,6:13 AM,6:16 PM,
D2361,C091,30,3.6,10,1011,0,75,25,35.8,10,7,10.4,1,6:13 AM,6:16 PM,
D2362,C091,25,11.2,110,1012,0,100,75,26.7,10,7,22.8,1,6:12 AM,6:16 PM,
D2363,C091,28,3.6,10,1010,0,89,50,31,10,7,8.7,1,6:11 AM,6:16 PM,
D2364,C091,31,4,140,1010,2.04,71,50,38.8,10,6,19.4,1,6:11 AM,6:16 PM,
D2365,C091,29,6.1,110,1009,0.04,79,75,35,10,6,18.6,1,6:10 AM,6:16 PM,
D2366,C092,18,6.8,50,1036,0,30,0,18,10,5,7.6,3,6:23 AM,5:54 PM,
D2367,C092,9,11.2,120,1030,0,76,0,8.3,10,1,10.8,1,6:22 AM,5:54 PM,
D2368,C092,13,9,60,1028,0,51,0,12.9,10,1,12.2,3,6:22 AM,5:54 PM,
D2369,C092,12,3.6,10,1023,0,44,0,12.1,10,1,9.7,2,6:21 AM,5:55 PM,
D2370,C092,18,9,30,1023,0,30,0,18,10,1,6.1,2,6:20 AM,5:55 PM,
D2371,C092,18,19.1,50,1024,0,34,0,18,10,1,18,1,6:19 AM,5:56 PM,
D2372,C092,18,11.2,50,1025,0,39,0,18,10,1,15.8,2,6:18 AM,5:56 PM,
D2373,C092,14,3.6,10,1024,0,47,0,14.1,10,1,12.2,3,6:17 AM,5:56 PM,
D2374,C092,17,20.2,200,1024,0,22,0,17,10,1,33.1,3,6:16 AM,5:57 PM,
D2375,C092,14,3.6,100,1025,0,21,0,14.7,10,1,6.1,3,6:15 AM,5:57 PM,
D2376,C092,14,6.8,160,1025,0,23,0,14,10,1,13.7,5,6:14 AM,5:57 PM,Clear and Sunny
D2377,C092,15,3.6,10,1025,0,44,0,15.6,10,1,9,4,6:12 AM,5:58 PM,
D2378,C092,19,6.8,80,1025,0,35,0,19,10,1,18.7,3,6:11 AM,5:58 PM,
D2379,C092,18,3.6,10,1019,0,37,0,18,10,1,4,3,6:10 AM,5:59 PM,
D2380,C092,9,31,200,1024,0,40,0,5.4,10,1,34.6,1,6:09 AM,5:59 PM,
D2381,C092,8,13,110,1032,0,61,0,5.3,10,1,20.5,1,6:08 AM,5:59 PM,
D2382,C092,21,11.2,320,1023,0,38,0,21,10,6,18,2,6:06 AM,6:00 PM,
D2383,C092,14,4,10,1024,0,59,0,14.7,10,1,1.4,4,6:06 AM,6:00 PM,
D2384,C092,15,3.6,10,1020,0,23,0,14.8,10,1,17.3,2,6:05 AM,6:01 PM,
D2385,C092,17,9,230,1018,0,23,0,17,10,1,23.4,3,6:04 AM,6:01 PM,
D2386,C092,16,13,90,1021,0,59,0,16,10,1,24.8,1,6:03 AM,6:01 PM,
D2387,C092,16,13,30,1023,0,63,0,16,10,1,15,1,6:02 AM,6:02 PM,
D2388,C092,15,6.1,40,1023,0.16,72,0,15.1,9,1,11.7,4,6:01 AM,6:02 PM,
D2389,C092,16,6.1,170,1024,0,29,0,16,10,1,18.9,4,6:00 AM,6:02 PM,
D2390,C092,14,6.8,130,1020,0,44,0,14.1,10,1,12.1,3,5:58 AM,6:03 PM,
D2391,C092,22,13,50,1023,0,29,0,22.4,10,1,24.9,2,5:57 AM,6:03 PM,
D2392,C093,23,6.8,240,1007,0,94,100,25.2,10,1,21.2,1,5:59 AM,7:07 PM,
D2393,C093,25,6.1,290,1010,0.2,79,75,26.5,10,6,4,3,6:00 AM,7:05 PM,
D2394,C093,22,4,170,1011,0.1,94,75,24.5,7,5,2.9,3,6:00 AM,7:05 PM,
D2395,C093,22,3.6,60,1013,0,88,25,24.6,10,6,7.2,3,6:01 AM,7:04 PM,
D2396,C093,23,4,340,1013,0,83,0,25,10,6,5.4,4,6:02 AM,7:02 PM,Clear and Sunny
D2397,C093,24,13,100,1013,0,89,100,25.8,9,1,7.9,3,6:02 AM,7:01 PM,
D2398,C093,25,6.8,10,1013,1,94,75,28.1,10,5,7.9,2,6:03 AM,6:59 PM,
D2399,C093,26,9,340,1013,0,89,75,28.2,10,7,3.6,1,6:04 AM,6:58 PM,
D2400,C093,26,6.8,360,1012,0,84,0,28.5,10,6,6.1,2,6:05 AM,6:56 PM,
D2401,C093,23,3.6,120,1012,0,100,25,25,10,6,7.9,2,6:06 AM,6:55 PM,
D2402,C093,20,4,330,1015,0,88,0,20,10,6,4.7,3,6:07 AM,6:53 PM,
D2403,C093,21,4,340,1012,0,94,0,21,8,6,5.8,4,6:07 AM,6:52 PM,
D2404,C093,22,3.6,320,1011,0,94,0,24.6,10,6,5,4,6:08 AM,6:50 PM,
D2405,C093,22,3.6,210,1010,0,88,75,24.6,10,6,3.2,4,6:09 AM,6:49 PM,
D2406,C093,22,4,340,1012,0,94,0,24.6,9,6,2.2,3,6:10 AM,6:47 PM,
D2407,C093,23,4,20,1012,0,94,75,25.2,9,6,7.6,3,6:11 AM,6:45 PM,Light Precipitation
D2408,C093,24,9,70,1015,0,69,75,25.8,10,1,9,1,6:12 AM,6:42 PM,
D2409,C093,20,3.6,170,1015,1.6,100,100,20,10,4,10.8,1,6:12 AM,6:42 PM,Light Precipitation
D2410,C093,22,6.1,50,1013,0.4,100,75,24.6,10,5,5.4,1,6:13 AM,6:41 PM,Partly Cloudy
D2411,C093,22,3.6,360,1011,0,100,100,24.6,6,5,5.4,2,6:14 AM,6:39 PM,
D2412,C093,22,3.6,300,1013,0,100,0,24.5,8,6,5.1,2,6:15 AM,6:38 PM,
D2413,C093,22,3.6,70,1014,0,88,75,24.5,10,6,6.6,3,6:16 AM,6:36 PM,
D2414,C093,22,6.1,30,1013,0.67,94,100,24.5,6,4,13.6,3,6:16 AM,6:35 PM,
D2415,C093,19,16.9,350,1010,0.02,78,0,19,10,4,13,1,6:17 AM,6:33 PM,
D2416,C093,15,4,340,1016,0,100,0,15.8,10,5,5.9,2,6:18 AM,6:31 PM,
D2417,C093,15,3.6,200,1020,0,100,25,15.6,10,5,7.6,4,6:19 AM,6:30 PM,
D2418,C094,20,6.1,230,1018,0,49,0,20,10,6,1.4,1,7:39 AM,8:52 PM,Clear and Sunny
D2419,C094,18,6.8,60,1015,0,45,0,18,10,1,17.6,1,7:40 AM,8:50 PM,
D2420,C094,21,3.6,44,1017,0,40,0,21,10,1,27.7,1,7:40 AM,8:50 PM,
D2421,C094,22,3.6,81,1018,0,33,0,23,10,1,13.7,1,7:41 AM,8:49 PM,
D2422,C094,23,3.6,10,1013,0.8,47,0,24.9,10,1,20.2,1,7:42 AM,8:47 PM,
D2423,C094,16,6.1,10,1017,2.3,88,75,16,8,1,31,1,7:43 AM,8:46 PM,Partly Cloudy
D2424,C094,17,3.6,10,1015,0.4,94,100,17,9,1,27,1,7:44 AM,8:44 PM,Cloudy and Overcast
D2425,C094,19,6.8,100,1018,0,88,25,19,9,1,13,1,7:45 AM,8:42 PM,
D2426,C094,21,6.1,360,1018,0,69,0,21,9,1,10.8,2,7:46 AM,8:41 PM,
D2427,C094,23,6.1,360,1019,0,65,0,24.9,10,1,20.9,1,7:47 AM,8:39 PM,
D2428,C094,24,6.1,360,1018,0,61,0,25,10,1,10.1,1,7:48 AM,8:37 PM,
D2429,C094,23,6.1,30,1017,0,69,75,24.7,10,1,24.8,1,7:49 AM,8:36 PM,Thunderstorms
D2430,C094,19,9,50,1019,0.2,88,75,19,5,1,11.9,1,7:50 AM,8:34 PM,Mist or Fog
D2431,C094,20,6.1,10,1017,0,83,25,20,10,1,15.5,1,7:51 AM,8:32 PM,
D2432,C094,19,4,270,1017,0,68,0,19,10,1,7.6,1,7:51 AM,8:31 PM,
D2433,C094,20,6.8,10,1019,0,60,0,20,10,1,18.4,1,7:52 AM,8:29 PM,
D2434,C094,25,11.2,90,1018,0,57,50,25,10,7,10.4,1,7:54 AM,8:26 PM,
D2435,C094,24,6.8,80,1016,0,61,0,25.7,10,1,16.9,1,7:54 AM,8:26 PM,
D2436,C094,17,6.8,60,1012,0.1,94,0,17,9,1,11.2,1,7:55 AM,8:24 PM,
D2437,C094,20,3.6,237,1013,0,64,0,20,10,1,15.8,1,7:56 AM,8:22 PM,
D2438,C094,15,11.2,140,1017,0,94,25,13.8,10,1,29.2,1,7:57 AM,8:21 PM,Partly Cloudy
D2439,C094,15,3.6,10,1021,0,88,0,15.8,10,1,6.3,1,7:58 AM,8:19 PM,
D2440,C094,18,6.1,40,1017,0,60,50,18,10,1,10.6,1,7:59 AM,8:17 PM,
D2441,C094,18,16.9,230,1014,0,52,0,18,10,1,38.1,1,8:00 AM,8:16 PM,
D2442,C094,15,11.2,260,1012,0,63,75,14.1,10,1,22,1,8:01 AM,8:14 PM,
D2443,C095,31,29.9,240,1008,0.1,66,50,39.7,10,6,28.1,1,6:04 AM,6:19 PM,
D2444,C095,26,11.2,140,1010,4.1,94,50,28.8,9,6,23.4,1,6:04 AM,6:19 PM,
D2445,C095,26,15.1,240,1008,0,94,50,29.2,9,1,30.2,1,6:04 AM,6:19 PM,Moderate to Heavy Rain
D2446,C095,24,9,160,1009,0,94,25,26.1,10,1,25.9,1,6:03 AM,6:18 PM,
D2447,C095,25,6.8,140,1009,0.2,94,75,27.5,10,1,26.3,1,6:03 AM,6:18 PM,
D2448,C095,25,11.2,170,1008,0,94,75,27.9,10,1,32.8,1,6:03 AM,6:17 PM,Partly Cloudy
D2449,C095,25,15.1,190,1008,0,89,75,27.7,10,1,44.6,1,6:03 AM,6:17 PM,
D2450,C095,27,13,240,1008,0,89,25,31,10,1,27.4,1,6:03 AM,6:16 PM,
D2451,C095,27,15.1,240,1008,1.5,89,25,31,10,1,42.5,1,6:03 AM,6:16 PM,
D2452,C095,26,13,230,1009,1.2,94,75,29.3,8,1,33.1,1,6:03 AM,6:15 PM,
D2453,C095,24,13,150,1011,1.3,89,50,26.2,9,1,22.7,1,6:02 AM,6:15 PM,
D2454,C095,26,19.1,220,1010,0.7,94,50,29.4,9,1,23.4,1,6:02 AM,6:14 PM,
D2455,C095,25,6.8,170,1009,0.8,89,25,27.6,10,1,24.5,1,6:02 AM,6:14 PM,
D2456,C095,26,6.8,150,1008,1.1,89,25,29.3,10,1,34.6,1,6:02 AM,6:13 PM,
D2457,C095,25.7,23.8,240,1010,0,86,51,28.5,10,1,44.6,1,6:02 AM,6:13 PM,
D2458,C095,26,9,160,1009,0,94,50,29.2,9,1,36,1,6:02 AM,6:12 PM,
D2459,C095,26,11.2,160,1010,0,94,50,29,9,1,24.5,1,6:01 AM,6:11 PM,
D2460,C095,24,11.2,160,1009,0.7,89,25,26.2,10,1,24.1,1,6:01 AM,6:11 PM,
D2461,C095,25,3.6,183,1010,0.1,89,25,27.7,10,1,21.2,1,6:01 AM,6:11 PM,
D2462,C095,26,6.1,170,1008,0,89,25,29.1,10,1,21.6,1,6:01 AM,6:10 PM,
D2463,C095,24,15.1,200,1009,0.41,94,50,26.1,10,1,21.7,1,6:01 AM,6:09 PM,
D2464,C095,25,3.6,191,1009,0.04,94,25,27.3,10,1,13.2,1,6:01 AM,6:09 PM,
D2465,C095,24,11.2,160,1011,0.48,100,50,26.4,9,1,21.2,1,6:01 AM,6:08 PM,
D2466,C095,25,6.8,140,1010,0.03,94,50,27.8,10,1,16,1,6:00 AM,6:08 PM,
D2467,C095,25,6.8,130,1010,0.07,94,50,27.4,10,1,19.9,1,6:00 AM,6:07 PM,
D2468,C095,25,11.2,160,1010,0,94,50,27.6,10,1,23.2,1,6:00 AM,6:07 PM,
D2469,C096,30.4,29.2,217,1009,0,49,58,31.9,10,8,33.5,1,5:37 AM,6:05 PM,
D2470,C096,26.2,48.2,159,1009,0,70,46,28.1,10,1,57.2,1,5:37 AM,6:04 PM,
D2471,C096,28.7,27.4,177,1011,0,50,30,29.7,10,1,34.6,2,5:37 AM,6:04 PM,
D2472,C096,30.5,18,177,1011,0,49,22,32.2,10,1,24.1,1,5:37 AM,6:03 PM,
D2473,C096,35.1,6.1,235,1009,0,33,8,36.1,10,1,9,2,5:37 AM,6:03 PM,
D2474,C096,32,20.5,221,1007,0,40,50,32.9,9,1,26.6,2,5:38 AM,6:02 PM,Light Rain with Thunder
D2475,C096,35.1,19.8,192,1005,0,33,49,36,10,1,29.5,2,5:38 AM,6:01 PM,
D2476,C096,31,19.8,206,1006,0,40,5,31.6,10,1,28.1,2,5:38 AM,6:00 PM,
D2477,C096,29.2,17.3,177,1011,0,52,4,30.5,10,1,23,2,5:38 AM,6:00 PM,Clear and Sunny
D2478,C096,33.8,21.2,190,1007,0,36,0,34.9,10,1,29.9,3,5:38 AM,5:59 PM,
D2479,C096,35.6,18.4,197,1004,0,29,28,36.1,10,1,28.4,2,5:38 AM,5:58 PM,Partly Cloudy
D2480,C096,32.8,39.2,107,1008,0.1,41,86,34.4,10,1,49,2,5:38 AM,5:57 PM,
D2481,C096,35.4,14.4,186,1006,0,35,2,37.1,10,1,20.9,2,5:38 AM,5:57 PM,
D2482,C096,35.7,16.2,181,1005,0,29,18,36.1,10,1,23.4,3,5:38 AM,5:56 PM,
D2483,C096,31.8,30.2,189,1007,0,48,13,34.1,10,1,36.7,1,5:38 AM,5:55 PM,
D2484,C096,29.8,21.2,163,1010,0,51,8,31.4,10,1,26.6,1,5:38 AM,5:54 PM,
D2485,C096,38.8,7.6,343,1004,0,23,15,39.2,10,9,8.6,3,5:39 AM,5:53 PM,
D2486,C096,36.4,5,48,1005,0,23,5,35.7,10,1,8.3,3,5:39 AM,5:53 PM,
D2487,C096,31.5,33.5,162,1008,0,46,4,33.3,10,1,40.3,3,5:39 AM,5:52 PM,
D2488,C096,35.4,6.8,156,1006,0,25,5,34.8,10,1,10.4,2,5:39 AM,5:51 PM,
D2489,C096,35.5,10.8,277,1006,0,15,17,33.8,10,1,18.5,2,5:39 AM,5:50 PM,Clear and Sunny
D2490,C096,33.2,18,205,1007,0,33,8,33.4,10,1,27.5,2,5:39 AM,5:50 PM,Clear and Sunny
D2491,C096,34.6,10.4,241,1007,0,23,4,33.3,10,1,17.9,3,5:39 AM,5:49 PM,
D2492,C096,34.2,15.8,202,1007,0,34,6,35.1,10,1,22.4,3,5:39 AM,5:48 PM,
D2493,C096,31.9,22.7,323,1007,0,31,16,31.3,10,1,40.1,3,5:39 AM,5:47 PM,
D2494,C096,35.6,20.5,175,1006,0,29,18,36,10,1,28.1,3,5:39 AM,5:47 PM,Clear and Sunny
D2495,C097,18,16.9,200,1009,0,64,0,18,10,5,11.9,1,5:37 AM,7:59 PM,
D2496,C097,14,3.6,10,1007,0.4,94,75,14.7,10,1,1.8,1,5:39 AM,7:57 PM,Light Precipitation
D2497,C097,11,6.8,290,1005,0,100,0,10.1,10,1,15.5,1,5:39 AM,7:57 PM,
D2498,C097,12,3.6,330,1005,0,100,75,11.7,10,1,10.4,1,5:42 AM,7:54 PM,
D2499,C097,11,3.6,10,1008,0.1,100,60,11.4,0.2,1,6.1,1,5:44 AM,7:51 PM,
D2500,C097,11,9,250,1015,0,100,0,9.8,10,1,18.4,1,5:46 AM,7:48 PM,
